,time,gender,sexuallity,age,income,race,bodyweight,friends,social_fear,depressed,attempt_suicide,employment,job_title,edu_level,improve_yourself_how
421,5/23/2016 5:50:18,Female,Straight,21,$0,Asian,Underweight,1.0,Yes,No,No,A homemaker,None,"Some college, no degree",None
422,5/23/2016 5:50:29,Female,Bisexual,19,$0,White non-Hispanic,Normal weight,1.0,Yes,Yes,Yes,Out of work but not currently looking for work,none,"Some high school, no diploma",Therapy
423,5/23/2016 8:14:53,Male,Bisexual,26,$0,European,Underweight,0.0,Yes,Yes,Yes,Unable to work,Disabled,"Some high school, no diploma","Therapy, Other exercise, None"
424,5/23/2016 8:38:27,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Underweight,4.0,Yes,Yes,No,Employed for wages,Admin,"Some college, no degree",None
425,5/23/2016 13:13:39,Male,Straight,18,$0,White non-Hispanic,Underweight,0.0,Yes,No,No,A student,Student,"Some high school, no diploma",Therapy
426,5/23/2016 13:29:58,Transgender female,Straight,25,"$1 to $10,000",White non-Hispanic,Normal weight,5.0,Yes,Yes,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
427,5/23/2016 13:50:30,Male,Straight,23,"$10,000 to $19,999",White non-Hispanic,Underweight,0.0,Yes,Yes,No,A student,none,"Some college, no degree",Joined a gym/go to the gym
428,5/23/2016 15:13:05,Male,Straight,25,"$30,000 to $39,999",White non-Hispanic,Normal weight,20.0,No,No,No,Employed for wages,Freight Broker,Associate degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
429,5/23/2016 15:46:30,Male,Bisexual,33,"$30,000 to $39,999",White non-Hispanic,Normal weight,25.0,No,No,No,Employed for wages,Coordinator,"Some college, no degree","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
430,5/23/2016 18:02:09,Female,Straight,21,"$1 to $10,000",White non-Hispanic,Normal weight,4.0,Yes,Yes,No,A student,Research assistant,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise"
431,5/23/2016 21:21:36,Female,Straight,30,"$10,000 to $19,999",White non-Hispanic,Normal weight,12.0,No,Yes,No,Self-employed,freelance technical theatre,"Some college, no degree","Joined a gym/go to the gym, Therapy"
432,5/24/2016 3:43:19,Male,Straight,22,"$10,000 to $19,999",Black,Overweight,2.0,Yes,Yes,Yes,Employed for wages,Retail Associate,Associate degree,"Therapy, Other exercise"
433,5/24/2016 8:48:42,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,0.0,No,Yes,No,Employed for wages,it,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
434,5/24/2016 11:23:07,Male,Straight,18,$0,White non-Hispanic,Normal weight,1.0,No,No,No,A student,Student ,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
435,5/24/2016 11:53:26,Female,Bisexual,37,"$40,000 to $49,999",Hispanic (of any race),Obese,400.0,No,No,No,Employed for wages,Administrative Assistant,"Some college, no degree","Cosmetic surgery, Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
436,5/24/2016 12:38:04,Male,Straight,26,"$20,000 to $29,999",Hispanic (of any race),Normal weight,1.0,Yes,Yes,No,Employed for wages,Technician ,Associate degree,None
437,5/24/2016 19:02:34,Male,Straight,21,"$10,000 to $19,999",White non-Hispanic,Overweight,3.0,No,Yes,No,Employed for wages,Transport,"High school graduate, diploma or the equivalent (for example: GED)",None
438,5/24/2016 23:03:18,Male,Straight,26,$0,Hispanic (of any race),Normal weight,0.0,Yes,Yes,No,Out of work but not currently looking for work,none,"Some high school, no diploma",None
439,5/25/2016 10:33:04,Female,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,2.0,Yes,Yes,No,Employed for wages,Cleaner,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
440,5/25/2016 12:50:09,Female,Straight,23,$0,White non-Hispanic,Normal weight,2.0,Yes,No,No,A student,I don't have a job,Bachelor’s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
441,5/26/2016 13:19:42,Male,Bisexual,26,"$10,000 to $19,999",Hispanic (of any race),Normal weight,15.0,Yes,No,Yes,Self-employed,Marketing,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
442,5/26/2016 18:41:04,Male,Straight,16,$0,White non-Hispanic,Underweight,0.0,Yes,Yes,Yes,A student,na,"Some high school, no diploma",None
443,5/26/2016 20:36:35,Male,Straight,24,"$30,000 to $39,999",White non-Hispanic,Overweight,6.0,No,No,No,Employed for wages,Screener,"Some college, no degree","Other exercise, Joined the US Navy"
444,5/27/2016 3:24:20,Male,Straight,22,$0,Hispanic (of any race),Overweight,0.0,Yes,Yes,Yes,A student,Student,"Some college, no degree",Therapy
445,5/27/2016 10:36:04,Female,Bisexual,20,"$1 to $10,000",Black,Normal weight,3.0,Yes,Yes,Yes,A student,       🌚,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
446,5/28/2016 11:36:27,Male,Straight,25,"$10,000 to $19,999",White non-Hispanic,Normal weight,0.0,No,No,No,Employed for wages,"Program Manager, Non-profit",Associate degree,"Other exercise, join clubs/socual clubs/meet ups"
447,5/28/2016 13:57:49,Male,Straight,23,$0,White non-Hispanic,Normal weight,0.0,Yes,Yes,No,Out of work but not currently looking for work,NEET parasite,"Some college, no degree","Joined a gym/go to the gym, Therapy"
448,5/28/2016 14:01:59,Male,Straight,25,$0,White non-Hispanic,Overweight,3.0,No,Yes,No,A student,T,Professional degree,Other exercise
449,5/28/2016 14:03:43,Male,Straight,27,"$1 to $10,000",White non-Hispanic,Overweight,5.0,No,Yes,Yes,A student,Designer,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
450,5/28/2016 16:46:11,Male,Straight,23,"$30,000 to $39,999",White non-Hispanic,Normal weight,10.0,No,No,No,Employed for wages,Account Manager,Bachelor’s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
451,5/28/2016 17:04:03,Female,Straight,25,$0,White non-Hispanic,Normal weight,2.0,Yes,No,No,A student,student teacher,Bachelor’s degree,Other exercise
452,5/28/2016 20:36:53,Male,Straight,22,"$1 to $10,000",Black,Normal weight,15.0,No,No,No,A student,Guest Advisor,"Some college, no degree",None
453,5/28/2016 20:56:31,Male,Straight,23,$0,White non-Hispanic,Normal weight,2.0,Yes,No,No,A student,...,"Some college, no degree","Therapy, Other exercise"
454,5/28/2016 21:42:27,Female,Straight,21,"$10,000 to $19,999",Black,Overweight,0.0,Yes,No,No,Employed for wages,customer service,"Some college, no degree",None
455,5/28/2016 21:57:42,Female,Straight,31,"$40,000 to $49,999",White non-Hispanic,Overweight,30.0,Yes,Yes,No,Employed for wages,Teacher,Master’s degree,Therapy
456,5/28/2016 23:20:15,Male,Straight,18,$0,White non-Hispanic,Normal weight,2.0,Yes,Yes,No,A student,None,"Some high school, no diploma",None
457,5/29/2016 0:01:52,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,30.0,Yes,No,No,A student,Warehouse Associate,Bachelor’s degree,Joined a gym/go to the gym
458,5/29/2016 6:10:45,Male,Straight,24,"$75,000 to $99,999",White non-Hispanic,Normal weight,11.0,Yes,No,No,Employed for wages,Terminal worker ,"Some high school, no diploma","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
459,5/29/2016 9:54:55,Male,Bisexual,23,"$40,000 to $49,999",White non-Hispanic,Overweight,10.0,Yes,Yes,No,Employed for wages,PA,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
460,5/29/2016 12:25:01,Male,Straight,28,"$20,000 to $29,999",Black,Normal weight,1.0,Yes,No,No,Employed for wages,Case Worker,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
461,5/29/2016 12:40:43,Male,Straight,18,"$1 to $10,000",Asian,Overweight,5.0,Yes,Yes,Yes,Employed for wages,Home Depot order fulfillment,"High school graduate, diploma or the equivalent (for example: GED)",Started losing weight
462,5/29/2016 15:41:59,Male,Straight,18,$0,White non-Hispanic,Normal weight,6.0,No,No,No,A student,erdet,"Some high school, no diploma",Joined a gym/go to the gym
463,5/30/2016 14:48:53,Transgender male,Bisexual,12,$0,White non-Hispanic,Obese,0.5,Yes,No,Yes,A student,Boss,"Some high school, no diploma","Cosmetic surgery, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups, None"
464,6/2/2016 5:04:24,Female,Straight,26,"$10,000 to $19,999",White non-Hispanic,Overweight,10.0,Yes,No,No,Employed for wages,Consultant IT,Master’s degree,Joined a gym/go to the gym
465,6/3/2016 19:25:46,Male,Straight,31,"$30,000 to $39,999",White non-Hispanic,Normal weight,10.0,No,No,No,Employed for wages,castor,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, join clubs/socual clubs/meet ups"
466,6/6/2016 1:36:55,Female,Straight,17,"$1 to $10,000",Asian,Normal weight,20.0,Yes,Yes,Yes,Employed for wages,receptionist ,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
467,8/14/2016 15:10:41,Male,Straight,18,$0,Asian,Obese,16.0,Yes,Yes,No,Out of work but not currently looking for work,Student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy"
468,9/4/2016 23:10:04,Male,Straight,28,"$40,000 to $49,999",White non-Hispanic,Normal weight,3.0,Yes,Yes,No,Employed for wages,Scientist,Master’s degree,Therapy
