scientific name,common name
Manduca sexta,tobacco hawkmoth
Manduca sexta,tomato hornworm
Choristoneura fumiferana,spruce budworm
Papilio polyxenes,American swallowtail
Papilio polyxenes,eastern black swallowtail
Chironomus thummi,midge
Aedes albopictus,forest day mosquito
Anopheles quadrimaculatus,common malaria mosquito
Anopheles freeborni,western malaria mosquito
Sciaridae,dark-winged fungus gnats
Simuliidae,blackflies
Phlebotominae,sand flies
Tabanidae,deerflies
Tabanidae,horseflies
Tabanus atratus,horse fly
Tephritidae,fruit fly
Ceratitis capitata,medfly
Drosophila,fruit fly
Calliphoridae,blow flies
Calliphoridae,blow flly
Calliphoridae,blow-fly
Calliphoridae,blowflly
Calliphoridae,bottle flies
Lucilia cuprina,greenbottle fly
Oestridae,bot flies
Oestridae,botflies
Hypoderma lineatum,common cattle grub
Glossina,tsetse fly
Glossina morsitans,tsetse fly
Glossina austeni,tsetse fly
Glossina fuscipes,tsetse fly
Glossina palpalis,tsetse fly
Glossina pallidipes,tsetse fly
Hymenoptera,hymenopterans
Megascolia flavifrons,solitary wasp
Vespinae,true wasps
Dolichovespula maculata,white-face hornet
Vespa simillima xanthoptera,Japanese hornet
Apis mellifera,European honey bee
Apis mellifera,Western honey bee
Apis mellifera,bee
Apis mellifera,honeybee
Apis cerana,Eastern honeybee
Apis cerana,Indian honeybee
Apis cerana,oriental honeybee
Apis dorsata,rock honeybee
Apis florea,dwarf honeybee
Apis mellifera ligustica,Italian honeybee
Apis mellifera ligustica,common honeybee
Termopsidae,rotton-wood termites
Mantis religiosa,European mantid
Neuroptera,lacewings
Chrysopidae,stinkflies
Chilopoda,centipede
Diplopoda,millipede
Brachiopoda,brachiopods
Asteroidea,sea stars
Asteroidea,starfish
Asterias amurensis,North Pacific seastar
Asterias amurensis,Northern Pacific seastar
Pisaster ochraceus,ochre sea star
Arbacia punctulata,punctuate sea urchin
Lytechinus pictus,painted sea urchin
Paracentrotus lividus,common sea urchin
Parechinus angulosus,angulate sea urchin
Psammechinus miliaris,sand sea urchin
Strongylocentrotus purpuratus,purple urchin
Strongylocentrotus pallidus,pale urchin
Holothuroidea,holothurians
Ciona intestinalis,sea vase
Ciona intestinalis,yellow sea squirt
Branchiostomidae,amphioxi
Branchiostomidae,amphioxius
Branchiostoma californiense,California amphioxus
Branchiostoma lanceolatum,common lancelet
Mordacia mordax,southern hemisphere lamprey
Petromyzon marinus,marine lamprey
Petromyzon marinus,sea lampreys
Eptatretus stoutii,California hagfish
Myxine glutinosa,common hagfish
Myxine glutinosa,hagfish
Chondrichthyes,fish
Chondrichthyes,fishes
Torpedo marmorata,spotted torpedo
Heterodontidae,horn sharks
Scyliorhinus canicula,smaller spotted dogfish
Scyliorhinus canicula,spotted catshark
Scyliorhinus canicula,spotted dogfish
Echinorhinus cookei,spinous shark
Isurus paucus,longfin mako
Alopias vulpinus,sea fox
Alopias vulpinus,swiveltail
Alopias vulpinus,thintail thresher
Alopias vulpinus,thresher
Alopias vulpinus,whip-tail shark
Notorynchus cepedianus,bluntnose sevengill shark
Callorhinchidae,elephantfishes
Callorhinchus milii,Australian ghost shark
Callorhinchus milii,elephant fish
Callorhinchus milii,ghost shark
Callorhinchus milii,makorepe
Callorhinchus milii,plownose chimaera
Callorhinchus milii,reperepe
Chimaeridae,ratfishes
Hydrolagus colliei,Pacific ratfish
Dipnoi,dipnoans
Dipnoi,fish
Dipnoi,fishes
Protopterus aethiopicus,African lungfish
Coelacanthiformes,lobe-finned fishes
Actinopterygii,fish
Actinopterygii,fishes
Acipenser gueldenstaedtii,Caspian sturgeon
Acipenser gueldenstaedtii,osietra
Acipenser stellatus,sevruga
Acipenser stellatus,starry sturgeon
Acipenser medirostris,short-nose sturgeon
Polyodon spathula,North American paddlefish
Elopidae,ladyfishes
Anguilla anguilla,European freshwater eel
Anguilla marmorata,marbled eel
Anguilla australis,Australian eel
Conger myriaster,conger eel
Muraenesox cinereus,pike eel
Danio rerio,leopard danio
Danio rerio,zebra danio
Danio rerio,zebra fish
Cyprinus carpio,carp
Cyprinus carpio,fancy carp
Cyprinus carpio,koi
Cyprinus carpio,mirror carp
Hypophthalmichthys nobilis,noble carp
Hypophthalmichthys nobilis,silver carp
Ictiobus bubalus,smallmouth buffalo fish
Misgurnus fossilis,weatherfish
Astyanax mexicanus,blind cave fish
Ictaluridae,North American freshwater catfishes
Pangasius pangasius,Pangas catfish
Electrophorus electricus,electric knifefish
Oncorhynchus gorbuscha,humpback salmon
Oncorhynchus masou,Japanese salmon
Oncorhynchus masou,masu salmon
Oncorhynchus masou,salmon trout
Salvelinus leucomaenis,amemasu char
Gadidae,tadpole cod
Pollachius virens,pollock
Merlucciidae,southern hakes
Merluccius merluccius,Atlantic hake
Merluccius merluccius,chat
Merluccius merluccius,densack
Merluccius merluccius,seapike
Lophius americanus,American goosefish
Lophius americanus,anglerfish
Lophius piscatorius,allmouth goosefish
Cyprinodontidae,pupfishes
Fundulus heteroclitus,Atlantic killifish
Fundulus heteroclitus,killifish
Oryziinae,ricefishes
Oryzias latipes,Japanese rice fish
Oryzias latipes,medaka
Cottidae,Baikal oilfishes
Myoxocephalus aenaeus,grubby
Myoxocephalus scorpius,daddy sculpin
Myoxocephalus scorpius,father lasher
Myoxocephalus scorpius,scorpion fish
Myoxocephalus scorpius,short spined sea scorpion
Cyclopteridae,lumpsuckers
Cyclopterus lumpus,lumpsucker
Scorpaenidae,rockfishes
Herichthys cyanoguttatus,Rio Grande cichlid
Oreochromis mossambicus,Hawaiian perch
Oreochromis mossambicus,Hawaiian sunfish
Oreochromis mossambicus,Java tilapia
Oreochromis mossambicus,Mozambique cichlid
Oreochromis mossambicus,largemouth tilapia
Tropheus duboisi,dwarf Tanganyikan cichlid
Carangidae,pompanos
Seriola quinqueradiata,five-ray yellowtail
Lateolabrax japonicus,Japanese seabass
Lateolabrax japonicus,suzuki
Perca fluviatilis,perch
Perca fluviatilis,redfin
Pagrus pagrus,common sea bream
Pagrus pagrus,red porgy
Sparus aurata,gilthead bream
Sparus aurata,silver seabream
Lates calcarifer,Asian seabass
Lates calcarifer,barramundi
Lycodes polaris,Canadian eel pout
Zoarces americanus,North-Atlantic ocean pout
Zoarces americanus,mother-of-eels
Zoarces americanus,muttonfish
Zoarces americanus,poodler
Anarhichas lupus,wolf-fish
Nototheniidae,cod icefishes
Notothenia coriiceps,yellowbelly rockcod
Cygnodraco mawsoni,Antarctic dragonfish
Gobiidae,burrowing gobies
Gobiidae,wormfishes
Scombridae,tunas
Katsuwonus pelamis,bonito
Euthynnus affinis,island bonito
Euthynnus affinis,island skipjack
Euthynnus affinis,kawakawa
Thunnus thynnus,bluefin tuna
Thunnus thynnus,northern bluefin tuna
Thunnus orientalis,North Pacific bluefin tuna
Thunnus orientalis,northern bluefin tuna
Labridae,parrotfishes
Paralichthys olivaceus,bastard halibut
Paralichthys olivaceus,false halibut
Paralichthys olivaceus,olive flounder
Pleuronectes platessa,plaice
Anomalopidae,flashlight fish
Anomalopidae,flashlight fishes
Squalius cephalus,chub
Pardachirus pavoninus,peacock sole
Ambystoma,big salamanders
Amphiumidae,congo snakes
Amphiuma means,Congo eel
Amphiuma means,Congo snake
Amphiuma means,two-toed Congo eel
Amphiuma means,two-toed salamander
Amphiuma tridactylum,three-toed amphiuma
Notophthalmus viridescens,red-spotted newt
Pleurodeles waltl,Spanish newt
Pleurodeles waltl,Spanish ribbed newt
Taricha,rough-skinned newts
Taricha,roughskin newts
Taricha granulosa,rough-skin newt
Taricha granulosa,roughskin newt
Triturus cristatus,great crested newt
Lissotriton vulgaris,smooth newt
Triturus karelinii,southern crested newt
Triturus carnifex,Alpine crested newt
Triturus carnifex,Alpine warty newt
Triturus carnifex,Italian newt
Cynops pyrrhogaster,Japanese common newt
Bolitoglossa,mushroomtongue salamanders
Bolitoglossa,tropical lungless salamanders
Plethodon,slimy salamanders
Plethodon jordani,red-cheeked salamander
Siren intermedia,dwarf siren
Anura,anurans
Anura,frogs
Bombina,firebelly toads
Bombina orientalis,Oriental fire-bellied toad
Pipidae,pipid frogs
Xenopus borealis,Marasbit clawed frog
Xenopus laevis,clawed frog
Xenopus laevis,common platanna
Xenopus laevis,platanna
Xenopus tropicalis,western clawed frog
Myobatrachidae,Australian frogs
Uperoleia marmorata,Australian leptodactylic frog
Uperoleia rugosa,Australian leptodactylic frog
Uperoleia rugosa,chubby gungan
Uperoleia rugosa,mud toadlet
Uperoleia rugosa,red-groined toadlet
Litoria aurea,Australian frog
Leptodactylidae,Neotropical frogs
Bufo bufo,European toad
Bufo bufo,common European toad
Rhinella marina,cane toad
Rhinella marina,giant toad
Bufo japonicus,Japanese common toad
Incilius valliceps,Southern Gulf Coast frog
Phyllomedusa sauvagii,Sauvage's leaf frog
Ranidae,true frogs
Rana catesbeiana,bullfrog
Rana catesbeiana,bullfrogs
Pelophylax perezi,Iberian water frog
Pelophylax perezi,Perez's frog
Pelophylax perezi,Western Mediterranian green frog
Pelophylax ridibundus,European green frog
Pelophylax ridibundus,laughing frog
Rana temporaria,European common frog
Pelophylax nigromaculatus,black-spotted frog
Pelophylax nigromaculatus,three-striped pond frog
Rugosa rugosa,wrinkled frog
Gastrotheca riobambae,Riobamba pouched frog
Hyla,treefrogs
Hyla,true tree toads
Sooglossus thomasseti,Thomasset's frog
Ascaphus truei,American bell toad
Alytes obstetricans,common midwife toad
Alytes obstetricans,nurse frog
Alytes obstetricans,olive midwife toad
Grandisonia alternans,Stejneger's caecilian
Hypogeophis rostratus,Frigate Island caecilian
Ichthyophiidae,Indian caecilians
Ichthyophis bannanicus,Banna caecilian
Testudines,anapsid reptiles
Caretta caretta,loggerhead
Caretta caretta,red sea turtle
Chelonia mydas,green seaturtle
Lepidochelys kempii,Kemp's ridley sea turtle
Chelydra serpentina,snapping turtle
Emydidae,pond turtles
Malaclemys terrapin,terrapin
Caiman crocodilus,common caiman
Crocodylus niloticus,African crocodile
Crocodylus porosus,estuarine crocodile
Sphenodontia,rhynchocephalians
Sphenodon punctatus,hatteria
Iguana iguana,common iguana
Sceloporus occidentalis,western fence lizard
Tupinambis,tegu
Tarentola mauritanica,common wall gecko
Natrix tessellata,dice snake
Acanthophis antarcticus,common death adder
Aspidelaps scutatus,shield-nose snake
Laticauda laticaudata,black-banded sea krait
Laticauda semifasciata,Erabu sea snake
Laticauda semifasciata,broad-banded blue sea snake
Calliophis bivirgatus,long-glanded coral snake
Micrurus nigrocinctus,Central American coral snake
Micrurus nigrocinctus,gargantilla
Micrurus fulvius,harlequin coralsnake
Naja melanoleuca,black-lipped cobra
Naja nigricollis,black-necked spitting cobra
Naja atra,Taiwan cobra
Naja oxiana,Oxus cobra
Notechis scutatus,common tiger snake
Pseudechis australis,king brown snake
Pseudonaja textilis,eastern brown snake
Hydrophis schistosus,common sea snake
Hydrophis platurus,yellow-bellied sea snake
Bitis arietans,African puff adder
Bitis caudalis,horned adder
Bitis gabonica,Gaboon adder
Bitis nasicornis,rhinoceros adder
Cerastes cerastes,horned desert viper
Gloydius halys,Siberian pit viper
Bothrops insularis,Queimada jararaca
Bothrops insularis,island jararaca
Bothrops atrox,common lancehead
Bothrops atrox,fer-de-lance
Crotalus durissus,cascabel
Crotalus durissus terrificus,South American rattlesnake
Crotalus durissus terrificus,cascabel
Trimeresurus albolabris,green pit viper
Trimeresurus albolabris,white-lipped pit viper
Trimeresurus gramineus,green habu snake
Ovophis okinavensis,hime-habu
Casuarius casuarius,Australian cassowary
Casuarius casuarius,double-wattled cassowary
Pterocnemia pennata,lesser rhea
Rhea americana,common rhea
Struthio camelus,ostrich
Megalapteryx didinus,South Island tokoweka
Megalapteryx didinus,tokoweka
Anas capensis,cape widgeon
Mareca penelope,European wigeon
Mareca penelope,widgeon
Anas platyrhynchos,duck
Anas platyrhynchos,mallard duck
Anas platyrhynchos,mallard ducks
Anas platyrhynchos platyrhynchos,northern mallard
Anser anser,graylag goose
Anser anser,greylag goose
Anser cygnoides,Chinese goose
Anser cygnoides,white Chinese goose
Cairina moschata,muscovy
Cairina moschata,musky duck
Chloephaga picta,Magellan goose
Dendrocygna arborea,West Indian tree duck
Dendrocygna arcuata,wandering whistling tree duck
Dendrocygna autumnalis,black-bellied tree duck
Dendrocygna autumnalis,red-billed whistling-duck
Dendrocygna bicolor,fulvous tree duck
Dendrocygna eytoni,plumed whistling duck
Dendrocygna viduata,white-faced tree duck
Oxyura vittata,lake duck
Tadorna radjah,burdekin shelduck
Apus apus,Eurasian swift
Apus apus,Mauersegler
Apus apus,swift
Hoplopterus spinosus,spur-winged lapwing
Larus marinus,great black-backed gull
Larus fuscus,lesser black-backed gull
Columba livia,carrier pigeon
Columba livia,domestic pigeon
Columba livia,rock dove
Eudynamys scolopaceus,common koel
Geococcyx californianus,greater roadrunner
Geococcyx californianus,roadrunner
Falco peregrinus,Wanderfalke
Falco peregrinus,peregrine
Accipiter gentilis,Eurasian goshawk
Accipiter gentilis,Habicht
Accipiter gentilis,goshawk
Circus aeruginosus,marsh harrier
Polyboroides radiatus,African harrier-hawk
Megapodius freycinet,scrubfowl
Leipoa ocellata,mallee fowl
Centrocercus urophasianus,greater sage grouse
Centrocercus urophasianus,sage grouse
Callipepla squamata castanogastris,chesnut bellied scaled quail
Colinus virginianus,bobwhite quail
Colinus virginianus,common bobwhite
Cyrtonyx montezumae,Mearns's quail
Francolinus pondicerianus,Indian grey partridge
Francolinus pondicerianus,gray partridge
Francolinus afer,bare-throated francolin
Gallus gallus,bantam
Gallus gallus,chickens
Gallus sonneratii,Grey junglefowl
Lophophorus impejanus,Himalayan monal
Lophophorus impejanus,Himalayan monal pheasant
Lophophorus impejanus,Impeyan monal
Lophura edwardsi,Edward's pheasant
Pavo cristatus,blue peafowl
Perdix perdix,Rebhuhn
Perdix perdix,gray partridge
Phasianus colchicus,common pheasant
Polyplectron bicalcaratum,peacock-pheasant
Pucrasia macrolopha,koklass pheasant
Syrmaticus soemmerringii,copper pheasants
Tragopan satyra,satyr tragopan
Tragopan temminckii,Temminck's tragopan
Meleagris gallopavo,common turkey
Meleagris gallopavo,wild turkey
Arborophila torqueola,common hill-partridge
Fulica,coot
Fulica atra,common coot
Serinus,canaries
Serinus canaria,Atlantic canary
Serinus canaria,canary
Paradisaeidae,birds of paradise
Epimachus albertisi,buff-tailed sicklebill
Parus major,Kohlmeise
Passer montanus,tree sparrow
Sturnus vulgaris,European starling
Sturnus vulgaris,starling
Turdus merula,Amsel
Turdus merula,Eurasian blackbird
Turdus migratorius,robin
Laniarius ruficeps rufinuchalis,red-naped bushshrike
Phalacrocorax carbo,common cormorant
Phalacrocorax carbo,cormorant
Phalacrocorax sulcirostris,black cormorant
Phalacrocorax sulcirostris,black shag
Anhingidae,darters
Phoenicopterus ruber,greater flamingo
Psittacidae,parrot
Ara ararauna,blue and gold macaw
Psittacula krameri,Ring-necked Parakeet
Turnix sylvaticus,small buttonquail
Ornithorhynchus anatinus,duck-billed platypus
Ornithorhynchus anatinus,duckbill platypus
Tachyglossus aculeatus,short-beaked echidna
Didelphidae,American opossums
Didelphis virginiana,Virginia opossum
Thylacinus cynocephalus,Tasmanian tiger
Thylacinus cynocephalus,thylacine
Dasyurus,marsupial cats
Dasyurus,native cats
Dasyurus,tiger cats
Dasyurus viverrinus,eastern quoll
Phascogale,brush-tailed marsupial mice
Sminthopsis macroura,Australian stripe-faced dunnart
Potorous tridactylus,long-nosed rat kangaroo
Potorous tridactylus,potoroo
Osphranter antilopinus,antilopine wallaroo
Osphranter robustus,hill wallaroo
Petrogale xanthopus,yellow-footed rock wallaby
Pseudocheirus peregrinus,Queensland ringtail
Trichosurus vulpecula,common brush-tailed possum
Trichosurus vulpecula,silver-gray brushtail possum
Eutheria,eutherian mammals
Eutheria,placental mammals
Tamandua mexicana,northern tamandua
Bradypus,three-toed sloth
Bradypus tridactylus,pale-throated three-toed sloth
Bradypus variegatus,brown-throated three-fingered sloth
Bradypus variegatus,brown-throated three-toed sloth
Choloepus hoffmanni,Hoffmann's two-toed sloth
Dasypodidae,armadillo
Erinaceus europaeus,European hedgehog
Erinaceus europaeus,common hedgehog
Galericinae,gymnures
Atelerix albiventris,four-toed hedgehog
Echinops telfairi,lesser hedgehog tenrec
Suncus murinus,Asian house shrew
Blarina brevicauda,northern short-tailed shrew
Tupaia glis,tree shrew
Pteropodidae,Old World fruit bats
Cynopterus sphinx,greater short-nosed fruit bat
Pteropus poliocephalus,grey-headed flying fox
Pteropus hypomelanus,variable flying fox
Macroderma gigas,Australian false vampire bat
Macroderma gigas,Australian giant false vampire
Megaderma lyra,greater false vampire bat
Phyllostomidae,American leaf-nosed and vampire bats
Macrotus californicus,California leaf-nosed bat
Tonatia bidens,greater round-eared bat
Desmodus rotundus,vampire bat
Vespertilionidae,vespertilionid bats
Miniopterus schreibersii,Common bent-wing bat
Miniopterus schreibersii,Schreibers's long-fingered bat
Myotis velifer,cave myotis
Lepilemur mustelinus,weasel sportive lemur
Varecia variegata,variegated lemur
Cheirogaleus medius,fat-tailed dwarf lemur
Lorisidae,bushbabies
Otolemur crassicaudatus,greater galago
Otolemur crassicaudatus,thick-tailed galago
Galago senegalensis,northern lesser bushbaby
Tarsius,tarsier
Cephalopachus bancanus,Western tarsier
Platyrrhini,monkey
Platyrrhini,monkeys
Callithrix jacchus,common marmoset
Callithrix jacchus,white ear-tufted marmoset
Saguinus fuscicollis,saddle-backed tamarin
Saguinus fuscicollis,saddlebacked tamarin
Saguinus mystax,black-chested mustached tamarin
Saguinus nigricollis,black-mantled tamarin
Saguinus imperator,emperor tamarin
Callimico goeldii,Goeldi's monkey
Alouatta seniculus,red howler monkey
Aotus trivirgatus,night monkey
Aotus trivirgatus,northern night monkey
Aotus trivirgatus,owl monkey
Ateles belzebuth,long-haired spider monkey
Ateles geoffroyi,Central American spider monkey
Cebus albifrons,brown pale-fronted capuchin
Cebus albifrons,pale-fronted capuchin
Sapajus apella,black-capped capuchin
