Ten-Year Age Groups Code,Year Code,UCD - Drug/Alcohol Induced Cause,Gender,Occurrence State,Deaths
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Indiana,39
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Kentucky,18
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Louisiana,24
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Maryland,27
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Massachusetts,36
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Michigan,76
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Minnesota,13
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Missouri,36
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Nevada,36
65-74,2018,Drug poisonings (overdose) Unintentional,Male,New Hampshire,10
65-74,2018,Drug poisonings (overdose) Unintentional,Male,New Jersey,50
65-74,2018,Drug poisonings (overdose) Unintentional,Male,New Mexico,14
65-74,2018,Drug poisonings (overdose) Unintentional,Male,New York,104
65-74,2018,Drug poisonings (overdose) Unintentional,Male,North Carolina,28
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Ohio,72
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Oklahoma,19
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Oregon,21
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,81
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Rhode Island,13
65-74,2018,Drug poisonings (overdose) Unintentional,Male,South Carolina,19
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Tennessee,35
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Texas,95
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Utah,11
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Virginia,28
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Washington,34
65-74,2018,Drug poisonings (overdose) Unintentional,Male,West Virginia,16
65-74,2018,Drug poisonings (overdose) Unintentional,Male,Wisconsin,24
65-74,2018,Drug poisonings (overdose) Suicide,Female,Arizona,18
65-74,2018,Drug poisonings (overdose) Suicide,Female,California,41
65-74,2018,Drug poisonings (overdose) Suicide,Female,Florida,42
65-74,2018,Drug poisonings (overdose) Suicide,Female,Illinois,11
65-74,2018,Drug poisonings (overdose) Suicide,Female,Maryland,11
65-74,2018,Drug poisonings (overdose) Suicide,Female,Michigan,17
65-74,2018,Drug poisonings (overdose) Suicide,Female,New York,13
65-74,2018,Drug poisonings (overdose) Suicide,Female,North Carolina,12
65-74,2018,Drug poisonings (overdose) Suicide,Female,Ohio,12
65-74,2018,Drug poisonings (overdose) Suicide,Female,Pennsylvania,15
65-74,2018,Drug poisonings (overdose) Suicide,Female,Texas,19
65-74,2018,Drug poisonings (overdose) Suicide,Male,Arizona,10
65-74,2018,Drug poisonings (overdose) Suicide,Male,California,24
65-74,2018,Drug poisonings (overdose) Suicide,Male,Florida,32
65-74,2018,Drug poisonings (overdose) Suicide,Male,Illinois,10
65-74,2018,Drug poisonings (overdose) Suicide,Male,New York,13
65-74,2018,Drug poisonings (overdose) Suicide,Male,Pennsylvania,11
65-74,2018,Drug poisonings (overdose) Suicide,Male,Texas,12
65-74,2018,Drug poisonings (overdose) Undetermined,Female,Maryland,10
65-74,2018,Drug poisonings (overdose) Undetermined,Male,Maryland,57
65-74,2018,Drug poisonings (overdose) Undetermined,Male,Michigan,10
65-74,2018,All other drug-induced causes,Female,California,13
65-74,2018,All other drug-induced causes,Male,Alabama,12
65-74,2018,All other drug-induced causes,Male,California,19
65-74,2018,All other drug-induced causes,Male,Michigan,10
65-74,2018,All other drug-induced causes,Male,Minnesota,21
65-74,2018,All other drug-induced causes,Male,New York,17
65-74,2018,All other drug-induced causes,Male,Oregon,25
65-74,2018,All other drug-induced causes,Male,Texas,15
65-74,2018,All other drug-induced causes,Male,Utah,12
65-74,2018,All other drug-induced causes,Male,Washington,10
65-74,2018,Alcohol poisonings (overdose),Female,California,10
65-74,2018,Alcohol poisonings (overdose),Male,California,21
65-74,2018,All other alcohol-induced causes,Female,Alabama,10
65-74,2018,All other alcohol-induced causes,Female,Alaska,11
65-74,2018,All other alcohol-induced causes,Female,Arizona,56
65-74,2018,All other alcohol-induced causes,Female,Arkansas,15
65-74,2018,All other alcohol-induced causes,Female,California,256
65-74,2018,All other alcohol-induced causes,Female,Colorado,34
65-74,2018,All other alcohol-induced causes,Female,Connecticut,14
65-74,2018,All other alcohol-induced causes,Female,Florida,147
65-74,2018,All other alcohol-induced causes,Female,Georgia,39
65-74,2018,All other alcohol-induced causes,Female,Idaho,15
65-74,2018,All other alcohol-induced causes,Female,Illinois,31
65-74,2018,All other alcohol-induced causes,Female,Indiana,24
65-74,2018,All other alcohol-induced causes,Female,Iowa,16
65-74,2018,All other alcohol-induced causes,Female,Kansas,12
65-74,2018,All other alcohol-induced causes,Female,Kentucky,10
65-74,2018,All other alcohol-induced causes,Female,Maine,12
65-74,2018,All other alcohol-induced causes,Female,Massachusetts,38
65-74,2018,All other alcohol-induced causes,Female,Michigan,40
65-74,2018,All other alcohol-induced causes,Female,Minnesota,42
65-74,2018,All other alcohol-induced causes,Female,Missouri,17
65-74,2018,All other alcohol-induced causes,Female,Nebraska,10
65-74,2018,All other alcohol-induced causes,Female,Nevada,25
65-74,2018,All other alcohol-induced causes,Female,New Jersey,13
65-74,2018,All other alcohol-induced causes,Female,New Mexico,22
65-74,2018,All other alcohol-induced causes,Female,New York,84
65-74,2018,All other alcohol-induced causes,Female,North Carolina,61
65-74,2018,All other alcohol-induced causes,Female,Ohio,42
65-74,2018,All other alcohol-induced causes,Female,Oklahoma,23
65-74,2018,All other alcohol-induced causes,Female,Oregon,62
65-74,2018,All other alcohol-induced causes,Female,Pennsylvania,33
65-74,2018,All other alcohol-induced causes,Female,South Carolina,27
65-74,2018,All other alcohol-induced causes,Female,South Dakota,11
65-74,2018,All other alcohol-induced causes,Female,Tennessee,33
65-74,2018,All other alcohol-induced causes,Female,Texas,71
65-74,2018,All other alcohol-induced causes,Female,Utah,13
65-74,2018,All other alcohol-induced causes,Female,Virginia,18
65-74,2018,All other alcohol-induced causes,Female,Washington,80
65-74,2018,All other alcohol-induced causes,Female,West Virginia,10
65-74,2018,All other alcohol-induced causes,Female,Wisconsin,44
65-74,2018,All other alcohol-induced causes,Male,Alabama,69
65-74,2018,All other alcohol-induced causes,Male,Alaska,14
65-74,2018,All other alcohol-induced causes,Male,Arizona,148
65-74,2018,All other alcohol-induced causes,Male,Arkansas,36
65-74,2018,All other alcohol-induced causes,Male,California,727
65-74,2018,All other alcohol-induced causes,Male,Colorado,95
65-74,2018,All other alcohol-induced causes,Male,Connecticut,30
65-74,2018,All other alcohol-induced causes,Male,Delaware,12
65-74,2018,All other alcohol-induced causes,Male,District of Columbia,18
65-74,2018,All other alcohol-induced causes,Male,Florida,429
65-74,2018,All other alcohol-induced causes,Male,Georgia,121
65-74,2018,All other alcohol-induced causes,Male,Hawaii,10
65-74,2018,All other alcohol-induced causes,Male,Idaho,43
65-74,2018,All other alcohol-induced causes,Male,Illinois,126
65-74,2018,All other alcohol-induced causes,Male,Indiana,117
65-74,2018,All other alcohol-induced causes,Male,Iowa,52
65-74,2018,All other alcohol-induced causes,Male,Kansas,52
65-74,2018,All other alcohol-induced causes,Male,Kentucky,65
65-74,2018,All other alcohol-induced causes,Male,Louisiana,41
65-74,2018,All other alcohol-induced causes,Male,Maine,35
65-74,2018,All other alcohol-induced causes,Male,Maryland,37
65-74,2018,All other alcohol-induced causes,Male,Massachusetts,93
65-74,2018,All other alcohol-induced causes,Male,Michigan,128
65-74,2018,All other alcohol-induced causes,Male,Minnesota,115
65-74,2018,All other alcohol-induced causes,Male,Mississippi,32
65-74,2018,All other alcohol-induced causes,Male,Missouri,79
65-74,2018,All other alcohol-induced causes,Male,Montana,21
65-74,2018,All other alcohol-induced causes,Male,Nebraska,39
65-74,2018,All other alcohol-induced causes,Male,Nevada,90
65-74,2018,All other alcohol-induced causes,Male,New Hampshire,27
65-74,2018,All other alcohol-induced causes,Male,New Jersey,63
65-74,2018,All other alcohol-induced causes,Male,New Mexico,67
65-74,2018,All other alcohol-induced causes,Male,New York,206
65-74,2018,All other alcohol-induced causes,Male,North Carolina,160
65-74,2018,All other alcohol-induced causes,Male,North Dakota,18
65-74,2018,All other alcohol-induced causes,Male,Ohio,166
65-74,2018,All other alcohol-induced causes,Male,Oklahoma,74
65-74,2018,All other alcohol-induced causes,Male,Oregon,166
65-74,2018,All other alcohol-induced causes,Male,Pennsylvania,147
65-74,2018,All other alcohol-induced causes,Male,Rhode Island,21
65-74,2018,All other alcohol-induced causes,Male,South Carolina,88
65-74,2018,All other alcohol-induced causes,Male,South Dakota,27
65-74,2018,All other alcohol-induced causes,Male,Tennessee,113
65-74,2018,All other alcohol-induced causes,Male,Texas,317
65-74,2018,All other alcohol-induced causes,Male,Utah,32
65-74,2018,All other alcohol-induced causes,Male,Vermont,18
65-74,2018,All other alcohol-induced causes,Male,Virginia,77
65-74,2018,All other alcohol-induced causes,Male,Washington,167
65-74,2018,All other alcohol-induced causes,Male,West Virginia,43
65-74,2018,All other alcohol-induced causes,Male,Wisconsin,105
65-74,2018,All other alcohol-induced causes,Male,Wyoming,26
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Arizona,21
65-74,2019,Drug poisonings (overdose) Unintentional,Female,California,125
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Colorado,10
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Florida,46
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Georgia,22
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Illinois,24
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Indiana,16
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Kansas,11
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Kentucky,18
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Louisiana,17
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Massachusetts,16
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Michigan,23
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Missouri,17
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Nevada,14
65-74,2019,Drug poisonings (overdose) Unintentional,Female,New Jersey,16
65-74,2019,Drug poisonings (overdose) Unintentional,Female,New York,56
65-74,2019,Drug poisonings (overdose) Unintentional,Female,North Carolina,22
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Ohio,32
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Oklahoma,14
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Oregon,11
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Pennsylvania,35
65-74,2019,Drug poisonings (overdose) Unintentional,Female,South Carolina,15
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Tennessee,21
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Texas,43
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Utah,10
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Virginia,16
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Washington,23
65-74,2019,Drug poisonings (overdose) Unintentional,Female,Wisconsin,22
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Alabama,13
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Arizona,50
65-74,2019,Drug poisonings (overdose) Unintentional,Male,California,298
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Colorado,25
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Connecticut,38
65-74,2019,Drug poisonings (overdose) Unintentional,Male,District of Columbia,28
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Florida,115
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Georgia,41
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Hawaii,18
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Illinois,92
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Indiana,39
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Iowa,11
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Kentucky,25
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Louisiana,32
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Maryland,29
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Massachusetts,35
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Michigan,88
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Minnesota,13
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Mississippi,11
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Missouri,37
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Nevada,32
65-74,2019,Drug poisonings (overdose) Unintentional,Male,New Jersey,82
65-74,2019,Drug poisonings (overdose) Unintentional,Male,New Mexico,19
65-74,2019,Drug poisonings (overdose) Unintentional,Male,New York,119
65-74,2019,Drug poisonings (overdose) Unintentional,Male,North Carolina,34
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Ohio,99
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Oklahoma,22
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Oregon,28
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,108
65-74,2019,Drug poisonings (overdose) Unintentional,Male,South Carolina,24
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Tennessee,49
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Texas,131
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Virginia,22
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Washington,44
65-74,2019,Drug poisonings (overdose) Unintentional,Male,West Virginia,21
65-74,2019,Drug poisonings (overdose) Unintentional,Male,Wisconsin,32
65-74,2019,Drug poisonings (overdose) Suicide,Female,Arizona,16
65-74,2019,Drug poisonings (overdose) Suicide,Female,California,38
65-74,2019,Drug poisonings (overdose) Suicide,Female,Florida,40
65-74,2019,Drug poisonings (overdose) Suicide,Female,Illinois,12
65-74,2019,Drug poisonings (overdose) Suicide,Female,New York,12
65-74,2019,Drug poisonings (overdose) Suicide,Female,North Carolina,12
65-74,2019,Drug poisonings (overdose) Suicide,Female,Ohio,13
65-74,2019,Drug poisonings (overdose) Suicide,Female,Oregon,10
65-74,2019,Drug poisonings (overdose) Suicide,Female,Pennsylvania,22
65-74,2019,Drug poisonings (overdose) Suicide,Female,South Carolina,10
65-74,2019,Drug poisonings (overdose) Suicide,Female,Texas,18
65-74,2019,Drug poisonings (overdose) Suicide,Female,Washington,15
65-74,2019,Drug poisonings (overdose) Suicide,Male,Arizona,11
65-74,2019,Drug poisonings (overdose) Suicide,Male,California,26
65-74,2019,Drug poisonings (overdose) Suicide,Male,Florida,26
65-74,2019,Drug poisonings (overdose) Suicide,Male,New York,10
65-74,2019,Drug poisonings (overdose) Suicide,Male,Washington,13
65-74,2019,Drug poisonings (overdose) Undetermined,Female,Maryland,12
65-74,2019,Drug poisonings (overdose) Undetermined,Male,Maryland,63
65-74,2019,All other drug-induced causes,Female,California,15
65-74,2019,All other drug-induced causes,Female,Washington,12
65-74,2019,All other drug-induced causes,Male,Alabama,24
65-74,2019,All other drug-induced causes,Male,California,40
65-74,2019,All other drug-induced causes,Male,Florida,18
65-74,2019,All other drug-induced causes,Male,Minnesota,23
65-74,2019,All other drug-induced causes,Male,New York,13
65-74,2019,All other drug-induced causes,Male,Oregon,19
65-74,2019,All other drug-induced causes,Male,Pennsylvania,10
65-74,2019,All other drug-induced causes,Male,Texas,21
65-74,2019,All other drug-induced causes,Male,Utah,14
65-74,2019,All other drug-induced causes,Male,Washington,11
65-74,2019,Alcohol poisonings (overdose),Male,California,19
65-74,2019,All other alcohol-induced causes,Female,Alabama,12
65-74,2019,All other alcohol-induced causes,Female,Arizona,63
65-74,2019,All other alcohol-induced causes,Female,California,284
65-74,2019,All other alcohol-induced causes,Female,Colorado,53
65-74,2019,All other alcohol-induced causes,Female,Connecticut,13
65-74,2019,All other alcohol-induced causes,Female,Florida,129
65-74,2019,All other alcohol-induced causes,Female,Georgia,34
65-74,2019,All other alcohol-induced causes,Female,Idaho,17
65-74,2019,All other alcohol-induced causes,Female,Illinois,45
65-74,2019,All other alcohol-induced causes,Female,Indiana,23
65-74,2019,All other alcohol-induced causes,Female,Iowa,18
65-74,2019,All other alcohol-induced causes,Female,Louisiana,18
65-74,2019,All other alcohol-induced causes,Female,Maine,14
65-74,2019,All other alcohol-induced causes,Female,Maryland,12
65-74,2019,All other alcohol-induced causes,Female,Massachusetts,35
65-74,2019,All other alcohol-induced causes,Female,Michigan,44
65-74,2019,All other alcohol-induced causes,Female,Minnesota,42
65-74,2019,All other alcohol-induced causes,Female,Missouri,18
65-74,2019,All other alcohol-induced causes,Female,Montana,15
65-74,2019,All other alcohol-induced causes,Female,Nebraska,13
65-74,2019,All other alcohol-induced causes,Female,Nevada,29
65-74,2019,All other alcohol-induced causes,Female,New Jersey,19
65-74,2019,All other alcohol-induced causes,Female,New Mexico,19
65-74,2019,All other alcohol-induced causes,Female,New York,79
65-74,2019,All other alcohol-induced causes,Female,North Carolina,39
65-74,2019,All other alcohol-induced causes,Female,Ohio,58
65-74,2019,All other alcohol-induced causes,Female,Oklahoma,19
65-74,2019,All other alcohol-induced causes,Female,Oregon,56
65-74,2019,All other alcohol-induced causes,Female,Pennsylvania,53
65-74,2019,All other alcohol-induced causes,Female,South Carolina,28
65-74,2019,All other alcohol-induced causes,Female,Tennessee,44
65-74,2019,All other alcohol-induced causes,Female,Texas,83
65-74,2019,All other alcohol-induced causes,Female,Virginia,19
65-74,2019,All other alcohol-induced causes,Female,Washington,82
65-74,2019,All other alcohol-induced causes,Female,West Virginia,10
65-74,2019,All other alcohol-induced causes,Female,Wisconsin,39
65-74,2019,All other alcohol-induced causes,Male,Alabama,70
65-74,2019,All other alcohol-induced causes,Male,Alaska,24
65-74,2019,All other alcohol-induced causes,Male,Arizona,149
65-74,2019,All other alcohol-induced causes,Male,Arkansas,42
65-74,2019,All other alcohol-induced causes,Male,California,697
65-74,2019,All other alcohol-induced causes,Male,Colorado,130
65-74,2019,All other alcohol-induced causes,Male,Connecticut,71
65-74,2019,All other alcohol-induced causes,Male,Delaware,11
65-74,2019,All other alcohol-induced causes,Male,Florida,399
65-74,2019,All other alcohol-induced causes,Male,Georgia,140
65-74,2019,All other alcohol-induced causes,Male,Hawaii,16
65-74,2019,All other alcohol-induced causes,Male,Idaho,35
65-74,2019,All other alcohol-induced causes,Male,Illinois,156
65-74,2019,All other alcohol-induced causes,Male,Indiana,106
65-74,2019,All other alcohol-induced causes,Male,Iowa,55
65-74,2019,All other alcohol-induced causes,Male,Kansas,47
65-74,2019,All other alcohol-induced causes,Male,Kentucky,75
65-74,2019,All other alcohol-induced causes,Male,Louisiana,44
65-74,2019,All other alcohol-induced causes,Male,Maine,23
65-74,2019,All other alcohol-induced causes,Male,Maryland,48
65-74,2019,All other alcohol-induced causes,Male,Massachusetts,97
65-74,2019,All other alcohol-induced causes,Male,Michigan,150
65-74,2019,All other alcohol-induced causes,Male,Minnesota,107
65-74,2019,All other alcohol-induced causes,Male,Mississippi,36
65-74,2019,All other alcohol-induced causes,Male,Missouri,76
65-74,2019,All other alcohol-induced causes,Male,Montana,30
65-74,2019,All other alcohol-induced causes,Male,Nebraska,33
65-74,2019,All other alcohol-induced causes,Male,Nevada,97
65-74,2019,All other alcohol-induced causes,Male,New Hampshire,31
65-74,2019,All other alcohol-induced causes,Male,New Jersey,78
65-74,2019,All other alcohol-induced causes,Male,New Mexico,63
65-74,2019,All other alcohol-induced causes,Male,New York,208
65-74,2019,All other alcohol-induced causes,Male,North Carolina,159
65-74,2019,All other alcohol-induced causes,Male,North Dakota,25
65-74,2019,All other alcohol-induced causes,Male,Ohio,182
65-74,2019,All other alcohol-induced causes,Male,Oklahoma,91
65-74,2019,All other alcohol-induced causes,Male,Oregon,147
65-74,2019,All other alcohol-induced causes,Male,Pennsylvania,155
65-74,2019,All other alcohol-induced causes,Male,Rhode Island,21
65-74,2019,All other alcohol-induced causes,Male,South Carolina,86
65-74,2019,All other alcohol-induced causes,Male,South Dakota,10
65-74,2019,All other alcohol-induced causes,Male,Tennessee,146
65-74,2019,All other alcohol-induced causes,Male,Texas,359
65-74,2019,All other alcohol-induced causes,Male,Utah,39
65-74,2019,All other alcohol-induced causes,Male,Vermont,17
65-74,2019,All other alcohol-induced causes,Male,Virginia,112
65-74,2019,All other alcohol-induced causes,Male,Washington,157
65-74,2019,All other alcohol-induced causes,Male,West Virginia,33
65-74,2019,All other alcohol-induced causes,Male,Wisconsin,138
65-74,2019,All other alcohol-induced causes,Male,Wyoming,20
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Arizona,25
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Arkansas,11
65-74,2020,Drug poisonings (overdose) Unintentional,Female,California,141
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Colorado,16
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Connecticut,12
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Florida,71
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Georgia,28
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Idaho,11
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Illinois,35
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Indiana,10
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Kentucky,22
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Louisiana,13
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Maryland,15
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Massachusetts,20
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Michigan,31
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Mississippi,10
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Missouri,18
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Nevada,11
65-74,2020,Drug poisonings (overdose) Unintentional,Female,New Jersey,29
65-74,2020,Drug poisonings (overdose) Unintentional,Female,New York,59
65-74,2020,Drug poisonings (overdose) Unintentional,Female,North Carolina,20
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Ohio,44
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Oklahoma,13
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Oregon,11
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Pennsylvania,47
65-74,2020,Drug poisonings (overdose) Unintentional,Female,South Carolina,19
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Tennessee,39
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Texas,53
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Virginia,16
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Washington,26
65-74,2020,Drug poisonings (overdose) Unintentional,Female,West Virginia,11
65-74,2020,Drug poisonings (overdose) Unintentional,Female,Wisconsin,14
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Alabama,17
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Arizona,54
65-74,2020,Drug poisonings (overdose) Unintentional,Male,California,421
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Colorado,34
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Connecticut,44
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Delaware,10
65-74,2020,Drug poisonings (overdose) Unintentional,Male,District of Columbia,46
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Florida,161
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Georgia,46
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Hawaii,21
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Illinois,114
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Indiana,41
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Iowa,11
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Kentucky,48
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Louisiana,47
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Maryland,33
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Massachusetts,58
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Michigan,94
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Minnesota,22
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Mississippi,11
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Missouri,47
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Nevada,42
65-74,2020,Drug poisonings (overdose) Unintentional,Male,New Jersey,86
65-74,2020,Drug poisonings (overdose) Unintentional,Male,New Mexico,27
65-74,2020,Drug poisonings (overdose) Unintentional,Male,New York,176
65-74,2020,Drug poisonings (overdose) Unintentional,Male,North Carolina,58
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Ohio,134
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Oklahoma,33
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Oregon,41
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,140
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Rhode Island,13
65-74,2020,Drug poisonings (overdose) Unintentional,Male,South Carolina,38
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Tennessee,62
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Texas,121
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Utah,16
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Virginia,39
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Washington,61
65-74,2020,Drug poisonings (overdose) Unintentional,Male,West Virginia,29
65-74,2020,Drug poisonings (overdose) Unintentional,Male,Wisconsin,39
65-74,2020,Drug poisonings (overdose) Suicide,Female,Arizona,11
65-74,2020,Drug poisonings (overdose) Suicide,Female,California,29
65-74,2020,Drug poisonings (overdose) Suicide,Female,Colorado,12
65-74,2020,Drug poisonings (overdose) Suicide,Female,Florida,30
65-74,2020,Drug poisonings (overdose) Suicide,Female,Massachusetts,11
65-74,2020,Drug poisonings (overdose) Suicide,Female,New Jersey,10
65-74,2020,Drug poisonings (overdose) Suicide,Female,New York,15
65-74,2020,Drug poisonings (overdose) Suicide,Female,North Carolina,10
65-74,2020,Drug poisonings (overdose) Suicide,Female,Pennsylvania,14
65-74,2020,Drug poisonings (overdose) Suicide,Female,Texas,20
65-74,2020,Drug poisonings (overdose) Suicide,Female,Washington,10
65-74,2020,Drug poisonings (overdose) Suicide,Male,California,21
65-74,2020,Drug poisonings (overdose) Suicide,Male,Colorado,11
65-74,2020,Drug poisonings (overdose) Suicide,Male,Florida,17
65-74,2020,Drug poisonings (overdose) Suicide,Male,New York,11
65-74,2020,Drug poisonings (overdose) Suicide,Male,Texas,11
65-74,2020,Drug poisonings (overdose) Undetermined,Female,Maryland,14
65-74,2020,Drug poisonings (overdose) Undetermined,Male,Maryland,69
65-74,2020,All other drug-induced causes,Female,Alabama,10
65-74,2020,All other drug-induced causes,Female,California,14
65-74,2020,All other drug-induced causes,Female,Florida,10
65-74,2020,All other drug-induced causes,Male,Alabama,29
65-74,2020,All other drug-induced causes,Male,Arizona,13
65-74,2020,All other drug-induced causes,Male,California,53
65-74,2020,All other drug-induced causes,Male,Florida,11
65-74,2020,All other drug-induced causes,Male,Minnesota,27
65-74,2020,All other drug-induced causes,Male,New York,17
65-74,2020,All other drug-induced causes,Male,Ohio,10
65-74,2020,All other drug-induced causes,Male,Oregon,28
65-74,2020,All other drug-induced causes,Male,Pennsylvania,14
65-74,2020,All other drug-induced causes,Male,Texas,21
65-74,2020,All other drug-induced causes,Male,Washington,13
65-74,2020,Alcohol poisonings (overdose),Male,California,22
65-74,2020,Alcohol poisonings (overdose),Male,Florida,10
