,name_twitter,screen_name,created_at,location,description,followers_count,friends_count,listed_count,favourites_count,time_zone,statuses_count,lang
131,Broward College,BrowardCollege,07/22/08 01:42 AM,South Florida,"Broward College offers certificate programs, associate and bachelorâ€™s degrees.",9195,7676,132,1325,Eastern Time (US & Canada),8473,en
132,PTI,ptiedu,07/22/08 01:49 PM,Oakdale PA 15071,"Pittsburgh Technical Institute: Success Your Way!
PTI programs offer students an opportunity to pursue a high-demand career in two years or less.",797,44,17,21,Eastern Time (US & Canada),1187,en
133,Concordia College,Concordia_MN,07/22/08 07:32 PM,"Moorhead, Minnesota","A recognized leader in global education, Concordia features liberal arts program distinctions in the sciences, communication and business. Go #cordmn Cobbers!",6663,590,214,1755,Central Time (US & Canada),3982,en
134,Austin College,AustinCollege,07/23/08 03:43 PM,"Sherman, Texas","Official Twitter account for Austin College, located in Sherman, Texas. Home of the Kangaroos!",2567,70,82,92,Central Time (US & Canada),3458,en
135,University of Miami,univmiami,07/24/08 05:31 PM,"Coral Gables, Florida","A vibrant, talented university community established in 1926.",60412,590,1050,226,Eastern Time (US & Canada),4938,en
136,Concordia University,cuaa,07/24/08 06:35 PM,"Ann Arbor, MI","CUAA is committed to helping students develop in mind, body, and spirit for service to Christ in the Church and the World. http://t.co/kgn1ZThNo1",3851,189,123,1792,Eastern Time (US & Canada),1103,en
137,GeorgiaSouthern,GeorgiaSouthern,07/25/08 02:47 PM,"Statesboro, GA",The official Georgia Southern University Twitter feed.  Home of the Eagle Nation...Go Eagles! #GSGrad15,31354,197,218,1293,Eastern Time (US & Canada),6150,en
138,msubillings,msubillings,07/25/08 04:07 PM,"Billings, Montana",Montana's third largest university located in the Magic City!,1268,465,26,55,Mountain Time (US & Canada),1420,en
139,Towson University,TowsonU,07/25/08 04:11 PM,"Towson, Maryland","The official Twitter feed of Towson University, nationally ranked for academic excellence, leadership, student involvement and diverse campus life. Go Tigers!",19755,776,274,431,Eastern Time (US & Canada),3381,en
140,Georgetown College,GC_CampusNews,07/25/08 07:40 PM,"Georgetown, Kentucky","Christian liberal arts, excellent Academic Programs â€“ heavy emphasis for pre-med, pre-law, seminary, education.",2607,276,52,9,Eastern Time (US & Canada),2367,en
141,Lee University,LeeU,07/27/08 09:46 PM,"Cleveland, TN",America's most energizing Christian university.,12516,85,202,357,Eastern Time (US & Canada),3123,en
142,St. Scholastica,StScholastica,07/28/08 03:39 PM,"Duluth, MN","Private, independent college with strong Benedictine background. Campuses throughout MN and online.",4236,935,126,1076,Central Time (US & Canada),5465,en
143,Univ. of Richmond,urichmond,07/28/08 06:36 PM,"Richmond, Virginia","A private, highly selective liberal arts university founded in 1830.",15049,1134,384,5248,Eastern Time (US & Canada),6844,en
144,UT Austin,UTAustin,07/28/08 08:45 PM,"Austin, Texas",The University of Texas at Austin. #WhatStartsHere Changes The World.  #HookEm,127585,1201,1584,4348,Central Time (US & Canada),16064,en
145,U of Science Arts OK,usaodrovers,07/29/08 02:25 PM,"Chickasha, Oklahoma","Celebrating a century of service as Oklahoma's only public liberal arts college, the University of Science and Arts of Oklahoma â€“ nationally ranked for quality",1281,1108,33,242,Central Time (US & Canada),4056,en
146,UW-Milwaukee,UWM,07/31/08 08:36 PM,"Milwaukee, WI",The official account of the University of Wisconsin-Milwaukee. Go Panthers!,25416,1073,399,2537,Central Time (US & Canada),17766,en
147,GateWay CC,gatewayaz,08/01/08 01:32 AM,"Phoenix, AZ","Official account of GateWay Community College. We offer 125+ degrees, certificates, workforce training & university transfer options. Instagram/gatewaycc",2783,2141,73,272,Arizona,1866,en
148,PurchaseCollege SUNY,SUNY_Purchase,08/04/08 06:51 PM,"Purchase, NY",Think Wide Open,6365,4101,158,985,Eastern Time (US & Canada),7947,en
149,UW-Madison,UWMadison,08/07/08 02:30 PM,"Madison, Wis.","Official account of the University of Wisconsin-Madison. Tweeting #UWMadison, #FutureBadgers, #OnWisconsin, #Badgers.  
Best in #MadisonWI. Best in #HigherEd.",108797,2215,1376,15930,Central Time (US & Canada),43429,en
150,William & Mary,williamandmary,08/07/08 08:05 PM,"Williamsburg, Virginia",The official Twitter account for the College of William & Mary. W&M is unlike any other university in America.,19163,210,358,533,Eastern Time (US & Canada),5509,en
151,SUNY Potsdam,sunypotsdam1816,08/08/08 03:52 PM,13676,"With an abiding sense of responsibility to our region and to the world, SUNY Potsdam fosters an appreciation of and respect for the variety of human experience.",2215,195,39,586,Eastern Time (US & Canada),2755,en
152,RIT NEWS,RITNEWS,08/11/08 02:27 PM,"Rochester, NY | Henrietta, NY",RIT University News is the news and public relations division of Rochester Institute of Technology.,14839,486,381,616,Eastern Time (US & Canada),8714,en
153,Brookhaven College,brookhaven,08/11/08 07:54 PM,"Farmers Branch, Dallas, TX",Official Twitter account of Brookhaven College. One of seven campuses in the DCCCD. Founded in 1978. Go Bears!,3397,2291,104,861,Central Time (US & Canada),3374,en
154,Missouri State,missouristate,08/12/08 04:03 PM,"Springfield, MO","The official Twitter for Missouri State University. http://t.co/HWAknX19ka, http://t.co/Y38YKRbiYv, http://t.co/A6kC6QBkwO",26630,172,251,1444,Central Time (US & Canada),8703,en
155,UW-Whitewater,UWWhitewater,08/13/08 11:39 AM,"Whitewater, WI",Find out why UW-Whitewater rocks by following campus news and events on Twitter.,10017,956,178,324,Central Time (US & Canada),4291,en
156,Wheaton College,WheatonCollege,08/13/08 02:08 PM,"Wheaton, Illinois","Wheaton College is a four-year liberal arts college with high academic standards, dedicated faculty, and one mission since 1860, For Christ and His Kingdom.",9967,42,336,127,Central Time (US & Canada),5379,en
157,Grand Canyon U,gcu,08/14/08 05:36 PM,"Phoenix, AZ",Grand Canyon University is a private Christian University founded in 1949. GCU is regionally accredited and offers degree programs on campus & online. #LopesUp,58656,57094,317,2497,Arizona,11432,en
158,Fresno Pacific Univ.,fpu,08/14/08 09:20 PM,"Fresno, CA","The Central Valley's only accredited Christian university, offering academic programs through traditional bachelor's, degree completion & master's programs.",2947,219,98,129,Pacific Time (US & Canada),2633,en
159,Cerro Coso CC,cerrocoso,08/15/08 05:45 AM,"Ridgecrest, California","Educate, Innovate, Inspire and Serve",400,9,30,0,Pacific Time (US & Canada),809,en
160,Monmouth University,monmouthu,08/15/08 01:15 PM,"West Long Branch, NJ",Transformative learning at the undergraduate and graduate level. Less than 1 mile from the beaches of the Atlantic Ocean & 1 hour from NYC and Philly. #FlyHawks,12506,2789,240,2764,Eastern Time (US & Canada),2921,en
161,Winthrop University,winthropu,08/19/08 08:52 PM,"Rock Hill, SC","#Winthrop: where you're a name, not a number. We take learning to a new level and prepare you for the future. That's the Winthrop experience.",9401,164,189,1527,Eastern Time (US & Canada),6854,en
162,Colby College,ColbyCollege,08/21/08 10:33 PM,"Waterville, Maine ","Colby College: Educating committed leaders ready to make a profound impact on their world. Inspired learning, inspired lives.",7204,2026,235,2082,Eastern Time (US & Canada),5199,en
163,Bates College,BatesCollege,08/22/08 04:09 PM,"Lewiston, Maine","Since 1855, Bates College has been dedicated to the emancipating potential of the liberal arts.",8944,590,290,869,Eastern Time (US & Canada),4094,en
164,CU Denver,CUDenver,08/23/08 03:11 PM,"Denver, Colorado",The official Twitter account of the University of Colorado Denver. #CUDenver #LearnWithPurpose,9244,1071,261,3069,Mountain Time (US & Canada),8558,en
165,UMass Dartmouth,UMassD,08/24/08 12:39 AM,"Dartmouth, Massachusetts",World Class. Within Reach.,6145,134,139,4219,Eastern Time (US & Canada),6636,en
166,The CSU,calstate,08/24/08 09:57 AM,"California, USA","CSU is a leader in high-quality, accessible, student-focused higher education. Tweets by the CSU Public Affairs Office. http://t.co/jTB95AhKqB",10969,521,408,836,Pacific Time (US & Canada),6703,en
167,UC Davis,ucdavis,08/25/08 08:49 PM,"Davis, CA","One of a kind, like you.  #OneUCDavis",23557,1322,555,2184,Pacific Time (US & Canada),17897,en
168,JMU,JMU,08/26/08 03:46 PM,"Harrisonburg, VA",This is the official Twitter account of James Madison University.,31546,549,289,1524,Eastern Time (US & Canada),6399,en
169,Iliff Edu. - Denver,iliffontheroad,08/26/08 07:15 PM,"Denver, CO",Iliff School of Theology is a graduate theological school in Denver; @iliffontheroad is an official site Â© 2011. Iliff is a great place to question and learn.,917,702,76,98,Mountain Time (US & Canada),2375,en
170,GavilanCollege,GavilanCollege,08/27/08 01:56 AM,"Gilroy, Morgan Hill, Hollister","Gavilan College is the college of choice serving South San Jose, Morgan Hill, San Martin, Gilroy, Hollister, San Juan Bautista, Aromas, Tres Pinos, and Panoche",839,397,27,50,Pacific Time (US & Canada),1302,en
171,A&M-Central Texas,TAMUCT,08/27/08 03:12 PM,"Killeen/Fort Hood, Texas",Texas A&M University-Central Texas is an affordable upper-level university offering Bachelorâ€™s and Masterâ€™s degrees for life's next chapter.,1656,1075,27,134,Central Time (US & Canada),2849,en
172,UNH Law,UNHLaw,08/27/08 06:11 PM,"Concord, NH","UNH Law, formerly Franklin Pierce Law Center, is a leader in intellectual property law, social justice, sports law, and innovative practical preparation.",6053,925,261,251,Eastern Time (US & Canada),3742,en
173,SD School of Mines,sdsmt,08/28/08 02:01 PM,"Rapid City, SD",The South Dakota School of Mines and Technology has a proud heritage of excellence in preparing graduates to serve as leaders in engineering and science.,4002,519,111,1021,Mountain Time (US & Canada),7977,en
174,Millsaps College,millsapscollege,08/29/08 03:08 PM,"Jackson, MS","Millsaps College is a privately supported national liberal arts college located in the vibrant capital city of Jackson, Mississippi.",5397,1133,169,2903,Central Time (US & Canada),5361,en
175,University Tx Tyler,UTTyler,09/01/08 05:09 AM,"Tyler, Texas",The official Twitter account for The University of Texas at Tyler. #UTTyler,7193,120,164,957,Central Time (US & Canada),2892,en
176,FIDM,FIDM,09/02/08 04:20 PM,"LA, SF, OC, & SD, California",Creative careers begin at FIDM. Read our blog: http://t.co/XhYoxcxbz6. #FIDM on IG & Snapchat: FIDMCollege. RSVP now for our fall admissions events.,33515,3790,489,13371,Pacific Time (US & Canada),31869,en
177,KCC,KCCedu,09/03/08 01:39 AM,"Kankakee, IL",Kankakee Community College,1200,168,39,40,Central Time (US & Canada),3143,en
178,UniversityoftheArts,UArts,09/03/08 11:45 PM,"Philadelphia, PA",,6995,420,223,33,Eastern Time (US & Canada),2812,en
179,Univ. of Maryland,UofMaryland,09/04/08 02:59 PM,"College Park, MD","3 Nobel laureates, 3 Pulitzer recipients, scores of Fulbright scholars, one cute turtle and a bike ride away from our nation's capital! RTs â‰  endorsements.",47470,1353,799,129,Eastern Time (US & Canada),9188,en
180,Ithaca College,IthacaCollege,09/04/08 06:01 PM,"Ithaca, NY","From day one, we make our students ready for whatever the future holds. Read some of their stories at https://t.co/4MnT1EZdo5.",18523,58,489,4983,Eastern Time (US & Canada),10671,en
181,Purdue University,LifeAtPurdue,09/04/08 08:08 PM,"West Lafayette, Ind.",The official Twitter account of Purdue University.,60377,13749,931,3992,Eastern Time (US & Canada),20719,en
182,Simmons College,SimmonsCollege,09/05/08 01:05 PM,"Boston, MA",Your moment. Your move. Your Simmons (in 140 characters or less). Share your Simmons moment with #mysimmons!,8770,2537,361,4211,Quito,7506,en
183,UNMC,unmc,09/06/08 12:42 AM,"Omaha, NE",Official page of the University of Nebraska Medical Center (UNMC). Our programs are nationally ranked by U.S. News and World Report. RTs do not = endorsement.,9031,489,215,1939,Central Time (US & Canada),5211,en
184,IPFW,IPFW,09/08/08 02:38 PM,"Fort Wayne, IN",Official Twitter account for Indiana Universityâ€“Purdue University Fort Wayne (#IPFW).,7133,298,124,7150,Eastern Time (US & Canada),9470,en
185,piercecollege,piercecollege,09/08/08 05:10 PM,,"A community college district in WA including Pierce College Puyallup, Pierce College Fort Steilacoom in Lakewood and centers at Joint Base Lewis-McChord.",3717,1508,164,1225,Pacific Time (US & Canada),4359,en
186,Lewis-Clark State,LCSC,09/08/08 09:05 PM,"Lewiston, ID","The official Twitter page of Lewis-Clark State College, a public, four-year baccalaureate college offering academic and technical degrees. #LCSC",1100,345,18,343,Pacific Time (US & Canada),2549,en
187,Edmonds Comm_College,EdmondsCC,09/09/08 08:08 PM,"Lynnwood, WA","A diverse, lively campus situated on 50-acres and located 20 miles north of Seattle in Lynnwood, Wash. We serve more than 20,000 students annually.",3722,565,182,184,Pacific Time (US & Canada),4175,en
188,Amarillo College,AmarilloCollege,09/09/08 08:47 PM,"Amarillo, TX",The Official Amarillo College Twitter,4256,133,123,4,,2145,en
189,JSUNews,JSUNews,09/09/08 09:40 PM,"Jacksonville, Alabama",Jacksonville State University... Getting You Ready for Where You're Going!,8342,4520,99,822,Central Time (US & Canada),5996,en
190,Elgin Comm College,ElginCommColl,09/10/08 01:59 PM,"Elgin, Illinois",Improving people's lives through learning,3149,904,162,67,Central Time (US & Canada),3156,en
191,OTC,OTCedu,09/10/08 04:49 PM,Springfield Missouri,"Ozarks Technical Community College has five locations in southwest Missouri. Nearly 15,000 students choose to study at OTC each semester.",4558,297,91,1317,Central Time (US & Canada),3607,en
192,Dunwoody College,dunwoodycollege,09/10/08 11:38 PM,"Minneapolis, Minn.","Dunwoody: the only non-profit, private, technical college in the Upper Midwest. Since 1914.",852,374,44,88,Central Time (US & Canada),1148,en
193,Case Western Reserve,cwru,09/15/08 01:27 AM,"Cleveland, Ohio",Case Western Reserve University. Thinking beyond the possible in 140 characters or less.,7398,884,215,1117,Eastern Time (US & Canada),2067,en
194,Bluffton University,BlufftonU,09/15/08 07:28 PM,"Bluffton, Ohio","Bluffton University prepares students for life and for vocation with a focus on the enduring values of discovery, community, respect and service.",1382,378,35,533,Quito,2977,en
